"","Site","Topography","Treatment","ID.CIRAD","DBH.2015","Family","Genus","Specie","DBH.03_06_2020","DBH.2020","dif","pond","nfix","year_pond"
"1538","Nouragues","B","N","NOU-B1-77",4.95,"Chrysobalanaceae","Licania","canescens","4.95",4.95,0,0,0,0
"1540","Nouragues","B","N","NOU-B1-79",5.05,"Chrysobalanaceae","Licania","membranacea","5.3999999999999995",5.4,0.35,0.0693069306930692,0,0.0173267326732673
"1542","Nouragues","B","N","NOU-B1-81",3.75,"Lecythidaceae","Lecythis","persistens","5.04",5.04,1.29,0.344,0,0.086
"1544","Nouragues","B","N","NOU-B1-85",4.3,"Fabaceae","Paloue",NA,"6.02",6.02,1.72,0.4,1,0.1
"1547","Nouragues","B","N","NOU-B1-94",18.1,"Fabaceae","Alexa",NA,"21.290000000000003",21.29,3.19,0.176243093922652,1,0.044060773480663
"1548","Nouragues","B","N","NOU-B1-99",11.5,"Fabaceae","Inga",NA,"11.69",11.69,0.19,0.0165217391304347,1,0.00413043478260868
"1551","Nouragues","B","N","NOU-B1-104",18,"Fabaceae","Vouacapoua","americana","21.5",21.5,3.5,0.194444444444444,1,0.0486111111111111
"1552","Nouragues","B","N","NOU-B1-105",18.8,"Fabaceae","Eperua","falcata","19.75",19.75,0.949999999999999,0.050531914893617,1,0.0126329787234042
"1553","Nouragues","B","N","NOU-B1-107",3.65,"Lecythidaceae","Lecythis","idatimon","3.94",3.94,0.29,0.0794520547945206,0,0.0198630136986301
"1558","Nouragues","B","NP","NOU-B2-9",19.4,"Fabaceae","Eperua","falcata","20.7",20.7,1.3,0.0670103092783506,1,0.0167525773195876
"1559","Nouragues","B","NP","NOU-B2-34",5.7,"Lecythidaceae","Eschweilera",NA,"5.72",5.72,0.0199999999999996,0.00350877192982449,0,0.000877192982456122
"1560","Nouragues","B","NP","NOU-B2-35",18,"Fabaceae","Eperua","falcata","19.579999999999998",19.58,1.58,0.0877777777777777,1,0.0219444444444444
"1561","Nouragues","B","NP","NOU-B2-37",4,"Annonaceae","Oxandra","asbeckii","3.95",3.95,0,0,0,0
"1563","Nouragues","B","NP","NOU-B2-45",12.65,"Lecythidaceae","Eschweilera",NA,"12.75",12.75,0.0999999999999996,0.00790513833992092,0,0.00197628458498023
"1567","Nouragues","B","NP","NOU-B2-60",3.6,"Fabaceae","Alexa",NA,"4.9000000000000004",4.9,1.3,0.361111111111111,1,0.0902777777777778
"1568","Nouragues","B","NP","NOU-B2-61",5.45,"Fabaceae","Inga",NA,"7.99",7.99,2.54,0.46605504587156,1,0.11651376146789
"1569","Nouragues","B","NP","NOU-B2-62",21.1,"Fabaceae","Dicorynia","guianensis","25.79",25.79,4.69,0.222274881516588,1,0.0555687203791469
"1570","Nouragues","B","NP","NOU-B2-64",12.2,"Burseraceae",NA,NA,"12.299999999999999",12.3,0.0999999999999996,0.00819672131147538,1,0.00204918032786885
"1573","Nouragues","B","NP","NOU-B2-67",4.1,"Lecythidaceae","Eschweilera","coriacea","4.54",4.54,0.44,0.107317073170732,0,0.026829268292683
"1574","Nouragues","B","NP","NOU-B2-68",6.3,"Lecythidaceae","Eschweilera",NA,"7.13",7.13,0.83,0.131746031746032,0,0.0329365079365079
"1575","Nouragues","B","NP","NOU-B2-69",20.6,"Fabaceae","Eperua","falcata","21.01",21.01,0.41,0.0199029126213592,1,0.00497572815533981
"1576","Nouragues","B","NP","NOU-B2-83",13,"Lecythidaceae","Eschweilera","decolorans","13.09",13.09,0.0899999999999999,0.00692307692307691,0,0.00173076923076923
"1577","Nouragues","B","NP","NOU-B2-84",6.6,"Myristicaceae","Iryanthera","sagotiana","6.77",6.77,0.17,0.0257575757575757,0,0.00643939393939394
"1578","Nouragues","B","NP","NOU-B2-88",3.7,"Annonaceae","Duguetia","surinamensis","3.71",3.71,0.00999999999999979,0.00270270270270265,0,0.000675675675675661
"1579","Nouragues","B","NP","NOU-B2-89",10.85,"Fabaceae","Paloue",NA,"12.51",12.51,1.66,0.152995391705069,1,0.0382488479262673
"1580","Nouragues","B","NP","NOU-B2-90",3.5,"Rubiaceae","Duroia","eriopila","3.51",3.51,0.00999999999999979,0.0028571428571428,0,0.000714285714285699
"1581","Nouragues","B","NP","NOU-B2-93",19.8,"Chrysobalanaceae","Licania","alba","21.09",21.09,1.29,0.0651515151515151,0,0.0162878787878788
"1582","Nouragues","B","NP","NOU-B2-107",13,"Meliaceae","Carapa","surinamensis","12.95",12.95,0,0,0,0
"1583","Nouragues","B","NP","NOU-B2-119",16.5,"Fabaceae","Eperua","falcata","19.18",19.18,2.68,0.162424242424242,1,0.0406060606060606
"1585","Nouragues","B","P","NOU-B3-8",12.8,"Fabaceae","Dyplotropis","purpurea","17.880000000000003",17.88,5.08,0.396875,0,0.09921875
"1586","Nouragues","B","P","NOU-B3-15",20.7,"Fabaceae","Alexa",NA,"24.63",24.63,3.93,0.189855072463768,1,0.047463768115942
"1587","Nouragues","B","P","NOU-B3-32",15,"Fabaceae","Eperua","falcata","18.600000000000001",18.6,3.6,0.24,1,0.06
"1588","Nouragues","B","P","NOU-B3-33",21.15,"Fabaceae","Dicorynia","guianensis","25.909999999999997",25.91,4.76,0.225059101654846,1,0.0562647754137116
"1590","Nouragues","B","P","NOU-B3-47",13.35,"Melastomataceae","Loreya","arborescens","13.75",13.75,0.4,0.0299625468164794,0,0.00749063670411986
"1591","Nouragues","B","P","NOU-B3-54",32,"Fabaceae","Alexa","wachenheimii","38.799999999999997",38.8,6.8,0.2125,1,0.053125
"1592","Nouragues","B","P","NOU-B3-55",7,"Lecythidaceae","Lecythis",NA,"8.25",8.25,1.25,0.178571428571429,0,0.0446428571428571
"1593","Nouragues","B","P","NOU-B3-56",8.2,"Lecythidaceae","Lecythis","persistens","10.199999999999999",10.2,2,0.24390243902439,0,0.0609756097560976
"1595","Nouragues","B","P","NOU-B3-57",3.65,"Sapotaceae","Pouteria","decorticans","3.65",3.65,0,0,0,0
"1596","Nouragues","B","P","NOU-B3-58",13.4,"Lecythidaceae","Lecythis",NA,"16",16,2.6,0.194029850746269,0,0.0485074626865672
"1597","Nouragues","B","P","NOU-B3-59",8.05,"Fabaceae","Inga","cayennensis","9.4",9.4,1.35,0.167701863354037,1,0.0419254658385093
"1599","Nouragues","B","P","NOU-B3-61",3.7,"Lecythidaceae","Eschweilera",NA,"3.6900000000000004",3.69,0,0,0,0
"1600","Nouragues","B","P","NOU-B3-62",3.95,"Urticaceae","Pourouma","melinonii","4.4800000000000004",4.48,0.53,0.134177215189873,0,0.0335443037974684
"1603","Nouragues","B","P","NOU-B3-65",4.45,"Lecythidaceae","Eschweilera",NA,"4.45",4.45,0,0,0,0
"1604","Nouragues","B","P","NOU-B3-77",20.4,"Fabaceae","Vouacapoua","americana","22.799999999999997",22.8,2.4,0.117647058823529,1,0.0294117647058823
"1605","Nouragues","B","P","NOU-B3-86",8,"Chrysobalanaceae",NA,NA,"11.33",11.33,3.33,0.41625,1,0.1040625
"1606","Nouragues","B","P","NOU-B3-87",5.4,"Sapotaceae",NA,NA,"5.6300000000000008",5.63,0.23,0.0425925925925927,1,0.0106481481481482
"1607","Nouragues","B","P","NOU-B3-88",3.7,"Celastraceae","Maytenus","obovata","4.7",4.7,1,0.27027027027027,0,0.0675675675675676
"1608","Nouragues","B","P","NOU-B3-89",4.5,"Fabaceae","Bocoa","prouacensis","4.4800000000000004",4.48,0,0,1,0
"1609","Nouragues","B","P","NOU-B3-90",7.5,"Lecythidaceae","Lecythis",NA,"8.1199999999999992",8.12,0.619999999999999,0.0826666666666666,0,0.0206666666666666
"1610","Nouragues","B","P","NOU-B3-91",5.6,"Chrysobalanaceae","Licania","canescens","5.6199999999999992",5.62,0.0199999999999996,0.0035714285714285,0,0.000892857142857124
"1613","Nouragues","B","P","NOU-B3-94",5.6,"Lecythidaceae","Eschweilera",NA,"7.8999999999999995",7.9,2.3,0.410714285714286,0,0.102678571428571
"1614","Nouragues","B","P","NOU-B3-95",4.65,"Fabaceae","Inga",NA,"6.6300000000000008",6.63,1.98,0.425806451612903,1,0.106451612903226
"1618","Nouragues","B","C","NOU-B4-198",31.7,"Fabaceae","Eperua","falcata","33.46",33.46,1.76,0.0555205047318613,1,0.0138801261829653
"1619","Nouragues","B","C","NOU-B4-201",16.5,"Fabaceae","Inga","sarmentosa","19.46",19.46,2.96,0.179393939393939,1,0.0448484848484849
"1620","Nouragues","B","C","NOU-B4-204",15.8,"Lecythidaceae","Gustavia","hexapetala","15.8",15.8,0,0,0,0
"1622","Nouragues","B","C","NOU-B4-247",31.6,"Burseraceae","Protium","opacum","34.25",34.25,2.65,0.0838607594936708,0,0.0209651898734177
"1623","Nouragues","B","C","NOU-B4-247.2",13.2,"Boraginaceae","Cordia","sagotii","13.25",13.25,0.0500000000000007,0.00378787878787884,0,0.00094696969696971
"1624","Nouragues","B","C","NOU-B4-248",24.5,"Lecythidaceae","Eschweilera","micrantha","25.98",25.98,1.48,0.0604081632653061,0,0.0151020408163265
"1627","Nouragues","B","C","NOU-B4-253",12.2,"Fabaceae","Bocoa","prouacensis","12.28",12.28,0.0800000000000001,0.00655737704918033,1,0.00163934426229508
"1628","Nouragues","B","C","NOU-B4-254",18,"Rubiaceae","Duroia","aquatica","18.809999999999999",18.81,0.809999999999999,0.0449999999999999,0,0.01125
"1630","Nouragues","B","C","NOU-B4-256",70.6,"Moraceae","Ficus","indet","74.8",74.8,4.2,0.0594900849858357,0,0.0148725212464589
"1631","Nouragues","B","C","NOU-B4-260",78.9,"Fabaceae","Dicorynia","guianensis","79.64",79.64,0.739999999999995,0.00937896070975912,1,0.00234474017743978
"1632","Nouragues","B","C","NOU-B4-289",43.5,"Urticaceae","Cecropia","sciadophylla","44.81",44.81,1.31,0.0301149425287357,0,0.00752873563218392
"1633","Nouragues","B","C","NOU-B4-298",13.9,"Lecythidaceae","Lecythis","poiteaui","13.97",13.97,0.0700000000000003,0.0050359712230216,0,0.0012589928057554
"1634","Nouragues","B","C","NOU-B4-300",45.4,"Ixonanthaceae","Cyrillopsis","paraensis","47.5",47.5,2.1,0.0462555066079295,0,0.0115638766519824
"1635","Nouragues","B","C","NOU-B4-302",16.3,"Sapotaceae","Micropholis","egensis","16.64",16.64,0.34,0.0208588957055215,0,0.00521472392638037
"1636","Nouragues","B","C","NOU-B4-303",20.7,"Fabaceae","Dicorynia","guianensis","22.349999999999998",22.35,1.65,0.0797101449275362,1,0.019927536231884
"1637","Nouragues","B","C","NOU-B4-303.1",12,"Burseraceae","Protium","decandrum","12.29",12.29,0.289999999999999,0.0241666666666666,0,0.00604166666666665
"1638","Nouragues","B","C","NOU-B4-304",48.5,"Lecythidaceae","Eschweilera","coriacea","48.9",48.9,0.399999999999999,0.00824742268041234,0,0.00206185567010309
"1641","Nouragues","B","C","NOU-B4-310",51.6,"Fabaceae","Eperua","falcata","51.870000000000005",51.87,0.270000000000003,0.00523255813953494,1,0.00130813953488374
"1643","Nouragues","B","C","NOU-B4-348",53.3,"Vochysiaceae","Qualea","mori-boomii","56.87",56.87,3.57,0.0669793621013133,0,0.0167448405253283
"1645","Nouragues","S","N","NOU-S1-28",15.15,"Sapotaceae",NA,NA,"17.41",17.41,2.26,0.149174917491749,1,0.0372937293729373
"1646","Nouragues","S","N","NOU-S1-31",15.9,"Chrysobalanaceae","Licania","membranacea","17.21",17.21,1.31,0.0823899371069183,0,0.0205974842767296
"1647","Nouragues","S","N","NOU-S1-34",18,"Myristicaceae","Virola","michelii","18.03",18.03,0.0300000000000011,0.00166666666666673,0,0.000416666666666682
"1649","Nouragues","S","N","NOU-S1-54",15.1,"Chrysobalanaceae","Licania",NA,"15.41",15.41,0.31,0.0205298013245033,0,0.00513245033112584
"1650","Nouragues","S","N","NOU-S1-62",6.5,"Lauraceae",NA,NA,"10.45",10.45,3.95,0.607692307692308,1,0.151923076923077
"1651","Nouragues","S","N","NOU-S1-63",4.35,"Lecythidaceae","Gustavia","hexapetala","4.3499999999999996",4.35,0,0,0,0
"1652","Nouragues","S","N","NOU-S1-64",5.25,"Annonaceae",NA,NA,"5.25",5.25,0,0,1,0
"1654","Nouragues","S","N","NOU-S1-66",15.7,"Lecythidaceae","Lecythis","poiteaui","16.36",16.36,0.66,0.0420382165605096,0,0.0105095541401274
"1656","Nouragues","S","N","NOU-S1-69",3.2,"Annonaceae",NA,NA,"3.48",3.48,0.28,0.0874999999999999,1,0.021875
"1657","Nouragues","S","N","NOU-S1-70",6.05,"Euphorbiaceae","Conceveiba","guianensis","7.1899999999999995",7.19,1.14,0.188429752066116,0,0.0471074380165289
"1658","Nouragues","S","N","NOU-S1-71",15.4,"Chrysobalanaceae","Licania","alba","15.57",15.57,0.17,0.011038961038961,0,0.00275974025974026
"1659","Nouragues","S","N","NOU-S1-72",6.1,"Sapotaceae","Pouteria","benai","6.18",6.18,0.0800000000000001,0.0131147540983607,0,0.00327868852459017
"1661","Nouragues","S","N","NOU-S1-75",11.25,"Fabaceae","Inga",NA,"14.16",14.16,2.91,0.258666666666667,1,0.0646666666666667
"1662","Nouragues","S","N","NOU-S1-95",4.1,"Burseraceae",NA,NA,"5.2799999999999994",5.28,1.18,0.28780487804878,1,0.0719512195121951
"1665","Nouragues","S","N","NOU-S1-100",5.05,"Burseraceae","Protium","decandrum","5.71",5.71,0.66,0.130693069306931,0,0.0326732673267327
"1669","Nouragues","S","N","NOU-S1-104",5.35,"Annonaceae",NA,NA,"5.4899999999999993",5.49,0.14,0.0261682242990654,1,0.00654205607476634
"1670","Nouragues","S","N","NOU-S1-115",19,"Fabaceae","Vouacapoua","americana","20.91",20.91,1.91,0.100526315789474,1,0.0251315789473684
"1671","Nouragues","S","N","NOU-S1-122",16.15,"Fabaceae","Inga",NA,"16.229999999999997",16.23,0.0799999999999983,0.00495356037151692,1,0.00123839009287923
"1672","Nouragues","S","N","NOU-S1-125",12.85,"Moraceae",NA,NA,"12.91",12.91,0.0600000000000005,0.00466926070038914,1,0.00116731517509729
"1673","Nouragues","S","NP","NOU-S2-15",14.05,"Sapotaceae","Chrysophyllum","eximium","19.07",19.07,5.02,0.35729537366548,0,0.0893238434163701
"1675","Nouragues","S","NP","NOU-S2-38",14.6,"Lecythidaceae","Lecythis",NA,"15.6",15.6,1,0.0684931506849315,0,0.0171232876712329
"1676","Nouragues","S","NP","NOU-S2-41",3.7,"Sapindaceae","Talisia",NA,"3.5100000000000002",3.51,0,0,0,0
"1679","Nouragues","S","NP","NOU-S2-61",3.4,"Fabaceae","Andira","coriacea","3.4099999999999997",3.41,0.00999999999999979,0.00294117647058817,1,0.000735294117647043
"1680","Nouragues","S","NP","NOU-S2-62",4,"Burseraceae","Protium",NA,"4.8899999999999997",4.89,0.89,0.2225,0,0.055625
"1681","Nouragues","S","NP","NOU-S2-64",8.25,"Lauraceae","Aniba","rosaeodora","9.4",9.4,1.15,0.139393939393939,0,0.0348484848484849
"1682","Nouragues","S","NP","NOU-S2-65",15.15,"Malvaceae","Sterculia","speciosa","17.77",17.77,2.62,0.172937293729373,0,0.0432343234323432
"1683","Nouragues","S","NP","NOU-S2-66",10.25,"Chrysobalanaceae","Hirtella","bicornis","13.27",13.27,3.02,0.294634146341463,0,0.0736585365853658
"1684","Nouragues","S","NP","NOU-S2-67",4.5,"Lauraceae",NA,NA,"4.96",4.96,0.46,0.102222222222222,1,0.0255555555555556
"1685","Nouragues","S","NP","NOU-S2-69",3.5,"Chrysobalanaceae","Licania","membranacea","3.8",3.8,0.3,0.0857142857142857,0,0.0214285714285714
"1686","Nouragues","S","NP","NOU-S2-73",12.9,"Melastomataceae","Mouriri","crassifolia","13.56",13.56,0.66,0.0511627906976744,0,0.0127906976744186
"1688","Nouragues","S","NP","NOU-S2-92",4.6,"Vochysiaceae","Qualea","rosea","6.27",6.27,1.67,0.36304347826087,0,0.0907608695652174
"1689","Nouragues","S","NP","NOU-S2-93",10.95,"Chrysobalanaceae","Couepia","caryophylloides","13.799999999999999",13.8,2.85,0.26027397260274,0,0.0650684931506849
"1690","Nouragues","S","NP","NOU-S2-96",3.65,"Chrysobalanaceae","Licania","membranacea","3.96",3.96,0.31,0.0849315068493151,0,0.0212328767123288
"1691","Nouragues","S","NP","NOU-S2-100",4.5,"Salicaceae","Laetia","procera","4.43",4.43,0,0,0,0
"1692","Nouragues","S","NP","NOU-S2-101",5.55,"Malvaceae","Sterculia","speciosa","6.01",6.01,0.46,0.0828828828828829,0,0.0207207207207207
"1693","Nouragues","S","NP","NOU-S2-102",3.85,"Sapotaceae",NA,NA,"3.8000000000000003",3.8,0,0,1,0
"1694","Nouragues","S","NP","NOU-S2-105",3.25,"Sapindaceae","Talisia",NA,"3.25",3.25,0,0,0,0
"1695","Nouragues","S","NP","NOU-S2-107",18.1,"Fabaceae","Inga",NA,"18.600000000000001",18.6,0.5,0.0276243093922652,1,0.0069060773480663
"1696","Nouragues","S","NP","NOU-S2-114",15.25,"Sapotaceae","Chrysophyllum","prieurii","15.38",15.38,0.130000000000001,0.00852459016393448,0,0.00213114754098362
"1698","Nouragues","S","NP","NOU-S2-124",14.05,"Chrysobalanaceae","Couepia","caryophylloides","16.97",16.97,2.92,0.207829181494662,0,0.0519572953736654
"1699","Nouragues","S","NP","NOU-S2-132",22.4,"Fabaceae","Albizia","pedicellaris","23.099999999999998",23.1,0.699999999999999,0.03125,1,0.00781249999999999
"1700","Nouragues","S","NP","NOU-S2-135",40.4,"Lecythidaceae","Corytophora",NA,"47.71",47.71,7.31,0.180940594059406,0,0.0452351485148515
"1701","Nouragues","S","P","NOU-S3-9",18.7,"Fabaceae","Vouacapoua","americana","21.02",21.02,2.32,0.124064171122995,1,0.0310160427807487
"1703","Nouragues","S","P","NOU-S3-55",7.05,"Sapotaceae","Manilkara","bidentata","7.4399999999999995",7.44,0.39,0.0553191489361702,0,0.0138297872340425
"1704","Nouragues","S","P","NOU-S3-56",6.6,"Sapotaceae",NA,NA,"6.6999999999999993",6.7,0.0999999999999996,0.0151515151515151,1,0.00378787878787877
"1705","Nouragues","S","P","NOU-S3-57",6.55,"Urticaceae","Cecropia","obtusa","7.97",7.97,1.42,0.216793893129771,0,0.0541984732824427
"1706","Nouragues","S","P","NOU-S3-58",5.5,"Myrtaceae","Eugenia",NA,"5.92",5.92,0.42,0.0763636363636364,0,0.0190909090909091
"1707","Nouragues","S","P","NOU-S3-59",6.55,"Fabaceae","Elizabetha","princeps","7.84",7.84,1.29,0.196946564885496,1,0.049236641221374
"1708","Nouragues","S","P","NOU-S3-69",4.1,"Fabaceae","Elizabetha","princeps","5.2899999999999991",5.29,1.19,0.290243902439024,1,0.0725609756097561
"1709","Nouragues","S","P","NOU-S3-70",8.45,"Annonaceae",NA,NA,"9.42",9.42,0.970000000000001,0.114792899408284,1,0.028698224852071
"1710","Nouragues","S","P","NOU-S3-71",4.85,"Sapotaceae","Pouteria","retinervis","6.0299999999999994",6.03,1.18,0.243298969072165,0,0.0608247422680412
"1711","Nouragues","S","P","NOU-S3-72",4.7,"Sapotaceae","Micropholis","venulosa","4.75",4.75,0.0499999999999998,0.0106382978723404,0,0.0026595744680851
"1713","Nouragues","S","P","NOU-S3-74",4,"Myrtaceae","Myrcia","splendens","4.45",4.45,0.45,0.1125,0,0.028125
"1714","Nouragues","S","P","NOU-S3-75",3.6,"Myrtaceae","Tetragastris",NA,"5.1400000000000006",5.14,1.54,0.427777777777778,0,0.106944444444444
"1715","Nouragues","S","P","NOU-S3-76",3.55,"Sapotaceae",NA,NA,"5.64",5.64,2.09,0.588732394366197,1,0.147183098591549
"1716","Nouragues","S","P","NOU-S3-77",3.25,"Myrtaceae",NA,NA,"3.25",3.25,0,0,1,0
"1717","Nouragues","S","P","NOU-S3-78",4.95,"Burseraceae","Tetragastris",NA,"5.36",5.36,0.41,0.0828282828282828,0,0.0207070707070707
"1718","Nouragues","S","P","NOU-S3-79",4.1,"Sapotaceae",NA,NA,"4.0999999999999996",4.1,0,0,1,0
"1719","Nouragues","S","P","NOU-S3-80",3.5,"Myrtaceae",NA,NA,"4.2",4.2,0.7,0.2,1,0.05
"1720","Nouragues","S","P","NOU-S3-97",12.6,"Fabaceae","Elizabetha","princeps","12.75",12.75,0.15,0.0119047619047619,1,0.00297619047619048
"1722","Nouragues","S","P","NOU-S3-103",3.55,"Myrtaceae",NA,NA,"3.55",3.55,0,0,1,0
"1724","Nouragues","S","C","NOU-S4-14",47.1,"Chrysobalanaceae","Couepia","guianensis","50.08",50.08,2.98,0.0632696390658173,0,0.0158174097664543
"1726","Nouragues","S","C","NOU-S4-20",20.5,"Rubiaceae","Capirona","decorticans","21.31",21.31,0.809999999999999,0.0395121951219512,0,0.00987804878048779
"1728","Nouragues","S","C","NOU-S4-28",11,"Annonaceae","Oxandra","asbeckii","11",11,0,0,0,0
"1729","Nouragues","S","C","NOU-S4-28.1",11.2,"Indet.","Indet.Indet.","indet","11.2",11.2,0,0,0,0
"1730","Nouragues","S","C","NOU-S4-35",50.7,"Fabaceae","Dicorynia","guianensis","56.57",56.57,5.87,0.11577909270217,1,0.0289447731755424
"1731","Nouragues","S","C","NOU-S4-38",75.6,"Sapotaceae","Manilkara","huberi","79.94",79.94,4.34,0.0574074074074075,0,0.0143518518518519
"1733","Nouragues","S","C","NOU-S4-70",25.8,"Rubiaceae","Capirona","decorticans","26.16",26.16,0.359999999999999,0.013953488372093,0,0.00348837209302325
"1735","Nouragues","S","C","NOU-S4-73",21.5,"Fabaceae","Vouacapoua","americana","22.11",22.11,0.609999999999999,0.0283720930232558,1,0.00709302325581395
"1736","Nouragues","S","C","NOU-S4-74",24,"Fabaceae","Inga","gracilifolia","24.93",24.93,0.93,0.03875,1,0.0096875
"1737","Nouragues","S","C","NOU-S4-75",13,"Rhizophoraceae","Cassipourea","guianensis","13",13,0,0,0,0
"1738","Nouragues","S","C","NOU-S4-76",55.8,"Chrysobalanaceae","Couepia","caryophylloides","56.04",56.04,0.240000000000002,0.00430107526881724,0,0.00107526881720431
"1739","Nouragues","S","C","NOU-S4-77",20,"Sapotaceae","Pouteria","benai","20.170000000000002",20.17,0.170000000000002,0.00850000000000009,0,0.00212500000000002
"1740","Nouragues","S","C","NOU-S4-79",49.6,"Chrysobalanaceae","Licania","alba","50.52",50.52,0.920000000000002,0.0185483870967742,0,0.00463709677419356
"1741","Nouragues","S","C","NOU-S4-80",66.5,"Fabaceae","Dicorynia","guianensis","71.56",71.56,5.06,0.0760902255639098,1,0.0190225563909775
"1743","Nouragues","S","C","NOU-S4-82",11.8,"Olacaceae","Heisteria","barbata","11.8",11.8,0,0,0,0
"1744","Nouragues","S","C","NOU-S4-83",24.5,"Burseraceae","Protium","guianense","26.55",26.55,2.05,0.0836734693877551,0,0.0209183673469388
"1745","Nouragues","S","C","NOU-S4-84",17.4,"Sapotaceae","Manilkara","bidentata","17.439999999999998",17.44,0.0399999999999991,0.0022988505747126,0,0.000574712643678149
"1747","Nouragues","S","C","NOU-S4-87",101.4,"Moraceae","Brosimum","parinarioides","103.49000000000001",103.49,2.09,0.0206114398422091,0,0.00515285996055228
"1749","Nouragues","S","C","NOU-S4-140",44.6,"Sapotaceae","Chrysophyllum","sanguinolentum","45.33",45.33,0.729999999999997,0.0163677130044842,0,0.00409192825112106
"1750","Nouragues","S","C","NOU-S4-142",93.4,"Sapotaceae","Manilkara","huberi","95.800000000000011",95.8,2.40000000000001,0.0256959314775161,0,0.00642398286937903
"1752","Nouragues","S","C","NOU-S4-146",13.1,"Moraceae","Maquira","calophylla","13.42",13.42,0.32,0.0244274809160306,0,0.00610687022900764
"1754","Nouragues","S","C","NOU-S4-196",39.2,"Myristicaceae","Virola","michelii","46.6",46.6,7.4,0.188775510204082,0,0.0471938775510204
"1755","Nouragues","S","C","NOU-S4-204",62.6,"Anacardiaceae","Tapirira","guianensis","69.72",69.72,7.12,0.113738019169329,0,0.0284345047923323
"1756","Nouragues","S","C","NOU-S4-205",52.2,"Chrysobalanaceae","Licania","alba","52.39",52.39,0.189999999999998,0.00363984674329498,0,0.000909961685823744
"1758","Nouragues","S","C","NOU-S4-561",10.5,"Chrysobalanaceae","Licania","membranacea","10.73",10.73,0.23,0.0219047619047619,0,0.00547619047619049
"1761","Nouragues","S","C","NOU-S4-1046",11,"Ochnaceae","Lacunaria","indet","11.62",11.62,0.619999999999999,0.0563636363636363,0,0.0140909090909091
"1763","Nouragues","T","N","NOU-T1-17",19.8,"Sapotaceae",NA,NA,"26.759999999999998",26.76,6.96,0.351515151515151,1,0.0878787878787878
"1764","Nouragues","T","N","NOU-T1-18",19,"Chrysobalanaceae","Licania",NA,"22.18",22.18,3.18,0.167368421052632,0,0.0418421052631579
"1766","Nouragues","T","N","NOU-T1-32",4.25,"Lecythidaceae","Lecythis","persistens","4.32",4.32,0.0700000000000003,0.0164705882352942,0,0.00411764705882355
"1767","Nouragues","T","N","NOU-T1-33",5.5,"Chrysobalanaceae","Licania","membranacea","5.9",5.9,0.4,0.0727272727272728,0,0.0181818181818182
"1771","Nouragues","T","N","NOU-T1-50",13.9,"Sapotaceae","Chrysophyllum","argenteum","16.77",16.77,2.87,0.206474820143885,0,0.0516187050359712
"1772","Nouragues","T","N","NOU-T1-51",28.8,"Fabaceae","hymanea","courbaril","33.74",33.74,4.94,0.171527777777778,0,0.0428819444444445
"1774","Nouragues","T","N","NOU-T1-52",22,"Fabaceae","Dicorynia","guianensis","22.95",22.95,0.949999999999999,0.0431818181818181,1,0.0107954545454545
"1776","Nouragues","T","N","NOU-T1-54",25.6,"Fabaceae","Dicorynia","guianensis","27.84",27.84,2.24,0.0874999999999999,1,0.021875
"1777","Nouragues","T","N","NOU-T1-62",17,"Moraceae","Helicostylis","tomentosa","17.45",17.45,0.449999999999999,0.0264705882352941,0,0.00661764705882352
"1778","Nouragues","T","N","NOU-T1-66",3.5,"Fabaceae","Swartzia",NA,"3.38",3.38,0,0,1,0
"1779","Nouragues","T","N","NOU-T1-67",5.3,"Fabaceae","Albizia","pedicellaris","5.6899999999999995",5.69,0.39,0.0735849056603773,1,0.0183962264150943
"1780","Nouragues","T","N","NOU-T1-74",8.4,"Lecythidaceae","Eschweilera","coriacea","13.260000000000002",13.26,4.86,0.578571428571429,0,0.144642857142857
"1781","Nouragues","T","N","NOU-T1-76",5.5,"Sapotaceae","Pouteria",NA,"5.72",5.72,0.22,0.04,0,0.00999999999999999
"1782","Nouragues","T","N","NOU-T1-77",19.8,"Fabaceae","Vouacapoua","americana","20.03",20.03,0.23,0.0116161616161616,1,0.00290404040404041
"1783","Nouragues","T","N","NOU-T1-78",5.15,"Burseraceae",NA,NA,"7.15",7.15,2,0.388349514563107,1,0.0970873786407767
"1784","Nouragues","T","N","NOU-T1-79",7.3,"Burseraceae",NA,NA,"10.48",10.48,3.18,0.435616438356164,1,0.108904109589041
"1785","Nouragues","T","N","NOU-T1-80",4.65,"Lecythidaceae","couratari",NA,"4.92",4.92,0.27,0.0580645161290322,0,0.014516129032258
"1786","Nouragues","T","N","NOU-T1-82",3.2,"Lecythidaceae","Gustavia","hexapetala","3.24",3.24,0.04,0.0125,0,0.003125
"1787","Nouragues","T","N","NOU-T1-99",24,"Fabaceae","Dicorynia","guianensis","28.42",28.42,4.42,0.184166666666667,1,0.0460416666666667
"1788","Nouragues","T","N","NOU-T1-108",12.75,"Lecythidaceae","Eschweilera","coriacea","13.03",13.03,0.279999999999999,0.0219607843137254,0,0.00549019607843136
"1789","Nouragues","T","NP","NOU-T2-10",13.9,"Chrysobalanaceae","Licania",NA,"14.9",14.9,1,0.0719424460431655,0,0.0179856115107914
"1790","Nouragues","T","NP","NOU-T2-36",24.9,"Fabaceae","Dicorynia","guianensis","24.959999999999997",24.96,0.0599999999999987,0.00240963855421682,1,0.000602409638554204
